listing_id,title,model_family,generation_number,is_pro,storage_gb_numeric,storage_category,storage_options_gb,storage_flag_corrected,condition,condition_group,price,price_bucket,price_per_gb,wasPrice,price_discount_pct,has_discount,available,available_disclosed,sold,sold_disclosed,seller,itemLocation,us_state,lastUpdated,date_disclosed,is_bundle_listing,is_suspicious_price,location,iphone_type,generation_group,market_density,price_gap,top_seller_dominance
1,Apple iPhone 12 Pro Max - 512 GB - Blue (Unlocked) With Tik Tock,iPhone 12 Pro Max,12,True,512.0,512GB,512GB,False,Used,Second-hand,2500.0,$1300+,4.8828125,,,False,0.0,False,0.0,False,Seller 697,"Ashtabula, Ohio, United States",OH,,False,False,False,OH,Pro,Mid-Gen (12-13),3,4867.01,4.6875
2,open box Apple iPhone 14 Pro MAX 256gb purple color Factory Unlocked,iPhone 14 Pro Max,14,True,256.0,256GB,256GB,False,Open Box,Like New,769.99,$600-899,3.0077734375,,,False,0.0,False,0.0,False,Seller 019,"Granada Hills, California, United States",CA,,False,False,False,CA,Pro,Modern (14+),58,2750.0,8.085106382978724
3,open box Apple iPhone 14 128gb purple color Factory Unlocked,iPhone 14,14,False,128.0,128GB,128GB,False,Open Box,Like New,339.99,$200-399,2.656171875,,,False,0.0,False,0.0,False,Seller 019,"Granada Hills, California, United States",CA,,False,False,False,CA,Standard,Modern (14+),40,1329.99,21.492537313432834
4,open box Apple iPhone 14+ plus 128gb Black color Factory Unlocked,iPhone 14,14,False,128.0,128GB,128GB,False,Open Box,Like New,395.99,$200-399,3.093671875,,,False,0.0,False,0.0,False,Seller 019,"Granada Hills, California, United States",CA,,False,False,False,CA,Standard,Modern (14+),40,1329.99,21.492537313432834
5,Apple iPhone 12 128GB Unlocked MODEL A2172 Blue color open box,iPhone 12,12,False,128.0,128GB,128GB,False,Open Box,Like New,238.99,$200-399,1.867109375,,,False,1.0,True,0.0,False,Seller 019,"Granada Hills, California, United States",CA,,False,False,False,CA,Standard,Mid-Gen (12-13),23,4428.01,45.073891625615765
6,Apple iPhone 14+ plus 256gb Blue color Factory Unlocked,iPhone 14,14,False,256.0,256GB,256GB,False,Used,Second-hand,365.99,$200-399,1.4296484375,,,False,0.0,False,0.0,False,Seller 019,"Granada Hills, California, United States",CA,,False,False,False,CA,Standard,Modern (14+),40,1329.99,21.492537313432834
7,Apple iPhone 12 128GB Unlocked MODEL A2172 Blue color,iPhone 12,12,False,128.0,128GB,128GB,False,Open Box,Like New,231.99,$200-399,1.812421875,,,False,1.0,True,0.0,False,Seller 019,"Granada Hills, California, United States",CA,,False,False,False,CA,Standard,Mid-Gen (12-13),23,4428.01,45.073891625615765
8,open box Apple iPhone 13 128GB Blue Unlocked 1 year ex warranty,iPhone 13,13,False,128.0,128GB,128GB,False,Open Box,Like New,329.99,$200-399,2.578046875,,,False,0.0,False,1.0,True,Seller 019,"Granada Hills, California, United States",CA,,False,False,False,CA,Standard,Mid-Gen (12-13),22,4935.0,20.909090909090907
9,Apple iPhone 16 - 128 GB - Black (Unlocked) OPEN BOX 100% 🔋,iPhone 16,16,False,128.0,128GB,128GB,False,Open Box,Like New,575.0,$400-599,4.4921875,,,False,0.0,False,0.0,False,Seller 157,"Taunton, Massachusetts, United States",MA,,False,False,False,MA,Standard,Modern (14+),2,639.5,7.207207207207207
10,"Apple iPhone 17 Pro Max, Deep Blue, 512g, Model A3257, New, Sealed att",iPhone 17 Pro Max,17,True,,Tidak Diketahui,,False,New,Second-hand,1390.0,$1300+,,,,False,0.0,False,0.0,False,Seller 566,"Houston, Texas, United States",TX,,False,False,False,TX,Pro,Modern (14+),19,2710.0,8.176100628930817
11,iPhone 16 Sealed Verizon 128gb,iPhone 16,16,False,128.0,128GB,128GB,False,New,Second-hand,599.0,$400-599,4.6796875,,,False,0.0,False,0.0,False,Seller 274,"Brighton, Massachusetts, United States",MA,,False,False,False,MA,Standard,Modern (14+),2,639.5,7.207207207207207
12,Apple iPhone 14 - 128GB fully Unlocked,iPhone 14,14,False,128.0,128GB,128GB,False,Used,Second-hand,314.99,$200-399,2.460859375,,,False,2.0,True,0.0,False,Seller 019,"Granada Hills, California, United States",CA,,False,False,False,CA,Standard,Modern (14+),40,1329.99,21.492537313432834
13,Read* Apple iPhone 14 - 128 GB - Blue (Unlocked) ~61043,iPhone 14,14,False,128.0,128GB,128GB,False,Used,Second-hand,300.0,$200-399,2.34375,,,False,0.0,False,0.0,False,Seller 696,"Covington, Georgia, United States",GA,,False,False,False,GA,Standard,Modern (14+),2,1329.99,21.492537313432834
14,"Apple iPhone 12 Unlocked Verizon, T-Mobile, AT&T all Carriers",iPhone 12,12,False,,Tidak Diketahui,,False,Used,Second-hand,180.0,<$200,,,,False,0.0,False,0.0,False,Seller 691,"New York, New York, United States",NY,,False,False,False,NY,Standard,Mid-Gen (12-13),24,4428.01,45.073891625615765
15,Lot of 2 Apple iPhone 13 / Apple iPhone 13 mini – No Screens – For Parts /...,iPhone 13 Mini,13,False,,Tidak Diketahui,,False,For Parts Or Not Working,Damaged,129.95,<$200,,,,False,0.0,False,0.0,False,Seller 381,"Renton, Washington, United States",WA,,False,True,False,WA,Standard,Mid-Gen (12-13),2,491.95,6.462585034013606
16,Apple iPhone 12 128GB Unlocked MODEL A2172 Green color,iPhone 12,12,False,128.0,128GB,128GB,False,Open Box,Like New,231.99,$200-399,1.812421875,,,False,1.0,True,0.0,False,Seller 019,"Granada Hills, California, United States",CA,,False,False,False,CA,Standard,Mid-Gen (12-13),23,4428.01,45.073891625615765
17,Apple iPhone 17 Pro Max A3257 - 256GB - Orange Unlocked,iPhone 17 Pro Max,17,True,256.0,256GB,256GB,False,New,Second-hand,1300.0,$1300+,5.078125,,,False,0.0,False,0.0,False,Seller 528,"Covington, Georgia, United States",GA,,False,False,False,GA,Pro,Modern (14+),4,2710.0,8.176100628930817
18,Apple iPhone 13 black 128GB MLA23LL/A Verizon Wi-Fi Bluetooth iOS Smartphone,iPhone 13,13,False,128.0,128GB,128GB,False,Used,Second-hand,107.5,<$200,0.83984375,,,False,0.0,False,0.0,False,Seller 445,"Elizabethtown, Illinois, United States",IL,,False,False,False,IL,Standard,Mid-Gen (12-13),5,4935.0,20.909090909090907
19,Apple iPhone 17 Pro Max 1TB Orange Unlocked - Very Good Condition!,iPhone 17 Pro Max,17,True,1024.0,1024GB,1024GB,False,Open Box,Like New,1519.95,$1300+,1.484326171875,,,False,0.0,False,0.0,False,Seller 166,"Harrisville, Pennsylvania, United States",PA,,False,False,False,PA,Pro,Modern (14+),5,2710.0,8.176100628930817
20,Unlocked iPhone 14 256GB Black with box And Headphones,iPhone 14,14,False,256.0,256GB,256GB,False,Used,Second-hand,350.0,$200-399,1.3671875,,,False,0.0,False,0.0,False,Seller 304,"Hurst, Texas, United States",TX,,False,False,False,TX,Standard,Modern (14+),150,1329.99,21.492537313432834
21,New Apple iPhone 17 256GB White Unlocked Apple Warranty - NEW SEALED!,iPhone 17,17,False,256.0,256GB,256GB,False,New,Second-hand,849.95,$600-899,3.3201171875,,,False,0.0,False,0.0,False,Seller 166,"Harrisville, Pennsylvania, United States",PA,,False,False,False,PA,Standard,Modern (14+),5,1000.99,7.857142857142857
22,Apple iPhone 16 - 128GB - Black (Unlocked) - NEW & SEALED,iPhone 16,16,False,128.0,128GB,128GB,False,New,Second-hand,639.95,$600-899,4.999609375,,,False,2.0,True,1.0,True,Seller 166,"Harrisville, Pennsylvania, United States",PA,,False,False,False,PA,Standard,Modern (14+),2,639.5,7.207207207207207
23,*NEW OEM SEALED* Apple iPhone 16 - 128GB - Black (Unlocked)Apple 1yr Warranty,iPhone 16,16,False,128.0,128GB,128GB,False,New,Second-hand,669.95,$600-899,5.233984375,,,False,0.0,False,0.0,False,Seller 183,"Johnson City, Tennessee, United States",TN,,False,False,False,TN,Standard,Modern (14+),2,639.5,7.207207207207207
24,Apple iPhone 16 - 128 GB - Pink (Unlocked),iPhone 16,16,False,128.0,128GB,128GB,False,Open Box,Like New,604.99,$600-899,4.726484375,,,False,0.0,False,0.0,False,Seller 644,"Marion, Virginia, United States",VA,,False,False,False,VA,Standard,Modern (14+),3,639.5,7.207207207207207
25,Apple iPhone 17 Pro Max 1TB Deep Blue Unlocked - Open Box,iPhone 17 Pro Max,17,True,1024.0,1024GB,1024GB,False,Open Box,Like New,1579.95,$1300+,1.542919921875,,,False,0.0,False,0.0,False,Seller 166,"Harrisville, Pennsylvania, United States",PA,,False,False,False,PA,Pro,Modern (14+),5,2710.0,8.176100628930817
26,Apple iPhone 14 128GB - Fully Unlocked - VERY GOOD Condition,iPhone 14,14,False,128.0,128GB,128GB,False,Used,Second-hand,183.5,<$200,1.43359375,,,False,0.0,False,0.0,False,Seller 565,"Moreno Valley, California, United States",CA,,False,False,False,CA,Standard,Modern (14+),40,1329.99,21.492537313432834
27,Apple iPhone 14 128GB - Fully Unlocked - VERY GOOD Condition,iPhone 14,14,False,128.0,128GB,128GB,False,Used,Second-hand,217.5,$200-399,1.69921875,,,False,0.0,False,0.0,False,Seller 565,"Moreno Valley, California, United States",CA,,False,False,False,CA,Standard,Modern (14+),40,1329.99,21.492537313432834
28,Apple iPhone 17 Pro Max A3257 256GB | Cosmic Orange | Unlocked - Open Box!,iPhone 17 Pro Max,17,True,256.0,256GB,256GB,False,Open Box,Like New,1279.95,$900-1299,4.9998046875,,,False,0.0,False,0.0,False,Seller 166,"Harrisville, Pennsylvania, United States",PA,,False,False,False,PA,Pro,Modern (14+),5,2710.0,8.176100628930817
29,"Apple iPhone 16 128GB, Black, Unlocked",iPhone 16,16,False,128.0,128GB,128GB,False,Open Box,Like New,600.0,$600-899,4.6875,,,False,0.0,False,0.0,False,Seller 299,"Columbia, Maryland, United States",MD,,False,False,False,MD,Standard,Modern (14+),6,639.5,7.207207207207207
30,Apple iPhone 17 Pro Max Silver Unlocked 2TB USB Type-C,iPhone 17 Pro Max,17,True,2048.0,2048GB,2048GB,False,New,Second-hand,1800.0,$1300+,0.87890625,,,False,0.0,False,0.0,False,Seller 646,"Greenfield, Massachusetts, United States",MA,,False,False,False,MA,Pro,Modern (14+),2,2710.0,8.176100628930817
31,iPhone 13,iPhone 13,13,False,,Tidak Diketahui,,False,Used,Second-hand,3500.0,$1300+,,,,False,0.0,False,0.0,False,Seller 390,"Bronx, New York, United States",NY,,False,False,False,NY,Standard,Mid-Gen (12-13),27,4935.0,20.909090909090907
32,Apple iPhone 13 - 256 GB - TikTok,iPhone 13,13,False,256.0,256GB,256GB,False,Used,Second-hand,5000.0,$1300+,19.53125,,,False,0.0,False,0.0,False,Seller 356,"New Castle, Indiana, United States",IN,,False,False,True,IN,Standard,Mid-Gen (12-13),3,4935.0,20.909090909090907
33,Apple iPhone 14 Plus (A2632) 128GB - Red (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,209.99,$200-399,1.640546875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
34,Apple iPhone 14 Plus (A2632) 128GB - Red (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,203.99,$200-399,1.593671875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
35,Apple iPhone 14 Plus (A2632) 128GB (Unlocked) - CRACKED - Clean IMEI - H4978,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,230.99,$200-399,1.804609375,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
36,Apple iPhone 12 Pro Max (A2342) 128GB - Blue (Unlocked) - *NO FACE ID* - H4118,iPhone 12 Pro Max,12,True,128.0,128GB,128GB,False,Used,Second-hand,248.99,$200-399,1.945234375,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Pro,Mid-Gen (12-13),3,4867.01,4.6875
37,Apple iPhone 14 Plus (A2632) 128GB - White (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,192.99,<$200,1.507734375,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
38,Apple iPhone 14 Plus (A2632) 256GB - Blue (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,256.0,256GB,256GB,False,For Parts Or Not Working,Damaged,222.99,$200-399,0.8710546875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
39,Apple iPhone 14 Plus (A2632) 128GB (Unlocked) Smartphone - BLEMISHED - H5245,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,Used,Second-hand,298.99,$200-399,2.335859375,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
40,Apple iPhone 14 Plus (A2632) 128GB - White (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,194.99,<$200,1.523359375,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
41,Apple iPhone 14 Plus (A2632) 128GB - Blue (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,190.99,<$200,1.492109375,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
42,Apple iPhone 14 Plus (A2632) 256GB - White (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,256.0,256GB,256GB,False,For Parts Or Not Working,Damaged,216.99,$200-399,0.8476171875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
43,Apple iPhone 14 Plus (A2632) 128GB - Purple (Unlocked) - *DISPLAY LINES* - H5314,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,213.99,$200-399,1.671796875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
44,Apple iPhone 14 Plus (A2632) 256GB - Black (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,256.0,256GB,256GB,False,For Parts Or Not Working,Damaged,216.99,$200-399,0.8476171875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
45,Apple iPhone 14 Plus (A2632) 128GB - Red (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,198.99,<$200,1.554609375,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
46,Apple iPhone 12 - 128 GB - Black (Unlocked),iPhone 12,12,False,128.0,128GB,128GB,False,Used,Second-hand,199.0,<$200,1.5546875,,,False,0.0,False,0.0,False,Seller 012,"Phoenix, Arizona, United States",AZ,,False,False,False,AZ,Standard,Mid-Gen (12-13),1,4428.01,45.073891625615765
47,Apple iPhone 12 Pro Max - 128 GB - Pacific (Unlocked) - ISSUES READ DESC.,iPhone 12 Pro Max,12,True,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,179.99,<$200,1.406171875,,,False,0.0,False,0.0,False,Seller 388,"Miami, Florida, United States",FL,,False,False,False,FL,Pro,Mid-Gen (12-13),21,4867.01,4.6875
48,Apple iPhone 16 (6.1-in) (A3081) Unlocked - 128GB/Ultramarine - BAD FACE ID 90%+,iPhone 16,16,False,128.0,128GB,128GB,False,Open Box,Like New,235.5,$200-399,1.83984375,,,False,0.0,False,0.0,False,Seller 150,"Sykesville, Maryland, United States",MD,,False,False,False,MD,Standard,Modern (14+),6,639.5,7.207207207207207
49,Apple iPhone 17 Pro Max - 256 GB - Cosmic Orange (Unlocked),iPhone 17 Pro Max,17,True,256.0,256GB,256GB,False,New,Second-hand,610.0,$600-899,2.3828125,,,False,0.0,False,0.0,False,Seller 227,"Dallas, Texas, United States",TX,,False,False,False,TX,Pro,Modern (14+),19,2710.0,8.176100628930817
50,iPhone 17 Pro Max 256GB Unlocked Smartphone OpenBox,iPhone 17 Pro Max,17,True,256.0,256GB,256GB,False,New,Second-hand,1300.0,$1300+,5.078125,,,False,0.0,False,0.0,False,Seller 577,"Jones, Oklahoma, United States",OK,,False,False,False,OK,Pro,Modern (14+),2,2710.0,8.176100628930817
51,TikTok/Capcut Apple iPhone 12 Pro Max - 512 GB - Blue (Unlocked),iPhone 12 Pro Max,12,True,512.0,512GB,512GB,False,Used,Second-hand,1350.0,$1300+,2.63671875,,,False,0.0,False,0.0,False,Seller 544,"Decatur, Georgia, United States",GA,,False,False,True,GA,Pro,Mid-Gen (12-13),1,4867.01,4.6875
52,iPhone 13 256 GB with TikTok,iPhone 13,13,False,256.0,256GB,256GB,False,Used,Second-hand,1000.0,$900-1299,3.90625,,,False,0.0,False,0.0,False,Seller 419,"Collbran, Colorado, United States",CO,,False,False,True,CO,Standard,Mid-Gen (12-13),1,4935.0,20.909090909090907
53,Apple iPhone 14 Plus (A2632) 256GB - Blue (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,256.0,256GB,256GB,False,For Parts Or Not Working,Damaged,220.99,$200-399,0.8632421875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
54,Apple iPhone 14 Plus (A2632) 256GB - Blue (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,256.0,256GB,256GB,False,For Parts Or Not Working,Damaged,230.99,$200-399,0.9023046875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
55,Apple iPhone 14 Plus (A2632) 256GB - Purple (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,256.0,256GB,256GB,False,For Parts Or Not Working,Damaged,220.99,$200-399,0.8632421875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
56,Apple iPhone 14 Plus (A2632) 256GB - Purple (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,256.0,256GB,256GB,False,For Parts Or Not Working,Damaged,222.99,$200-399,0.8710546875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
57,Apple iPhone 14 Plus (A2632) 256GB - Blue (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,256.0,256GB,256GB,False,For Parts Or Not Working,Damaged,216.99,$200-399,0.8476171875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
58,Apple iPhone 14 Plus (A2632) 256GB - Purple (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,256.0,256GB,256GB,False,For Parts Or Not Working,Damaged,226.99,$200-399,0.8866796875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
59,Apple iPhone 14 Plus (A2632) 128GB - White (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,210.99,$200-399,1.648359375,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
60,Apple iPhone 14 Plus (A2632) 128GB - Red (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,199.99,<$200,1.562421875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
61,Apple iPhone 14 Plus (A2632) 128GB - Yellow (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,192.99,<$200,1.507734375,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
62,Apple iPhone 14 Plus (A2632) 128GB - White (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,199.99,<$200,1.562421875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
63,Apple iPhone 14 Plus (A2632) 256GB - Purple (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,256.0,256GB,256GB,False,For Parts Or Not Working,Damaged,216.99,$200-399,0.8476171875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
64,Apple iPhone 14 Plus (A2632) 128GB - Black (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,194.99,<$200,1.523359375,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
65,Apple iPhone 14 Plus (A2632) 128GB - Purple (Unlocked) Smartphone - H5379,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,Used,Second-hand,312.99,$200-399,2.445234375,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
66,Apple iPhone 14 Plus (A2632) 128GB - Red (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,188.99,<$200,1.476484375,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
67,Apple iPhone 14 128 GB Black Unlocked,iPhone 14,14,False,128.0,128GB,128GB,False,Used,Second-hand,274.99,$200-399,2.148359375,,,False,0.0,False,0.0,False,Seller 518,"Powder Springs, Georgia, United States",GA,,False,False,False,GA,Standard,Modern (14+),2,1329.99,21.492537313432834
68,Apple iPhone 14 Plus (A2632) 128GB - Black (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,190.99,<$200,1.492109375,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
69,Apple iPhone 14 Plus (A2632) 256GB - Black (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,256.0,256GB,256GB,False,For Parts Or Not Working,Damaged,218.99,$200-399,0.8554296875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
70,Apple iPhone 14 - 128 GB - Midnight (CA),iPhone 14,14,False,128.0,128GB,128GB,False,Very Good - Refurbished,Refurbished,409.99,$400-599,3.203046875,,,False,10.0,True,0.0,False,Seller 142,"Toronto, Canada",INTL,,False,False,False,INTL,Standard,Modern (14+),16,1329.99,21.492537313432834
71,Apple iPhone 14 Plus (A2632) 128GB - Black (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,198.99,<$200,1.554609375,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
72,Apple iPhone 14 Plus (A2632) 256GB - Yellow (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,256.0,256GB,256GB,False,For Parts Or Not Working,Damaged,208.99,$200-399,0.8163671875,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
73,Apple iPhone 14 Plus (A2632) 128GB - Purple (Unlocked) - *DAMAGED* - Clean IMEI,iPhone 14 Plus,14,False,128.0,128GB,128GB,False,For Parts Or Not Working,Damaged,196.99,<$200,1.538984375,,,False,0.0,False,0.0,False,Seller 013,"Akron, Ohio, United States",OH,,False,False,False,OH,Standard,Modern (14+),42,3410.0,31.343283582089555
74,Apple iPhone 12 256GB No Face ID Factory Unlocked Very Good Condition,iPhone 12,12,False,256.0,256GB,256GB,False,Used,Second-hand,195.0,<$200,0.76171875,,,False,0.0,False,0.0,False,Seller 215,"Los Angeles, California, United States",CA,,False,False,False,CA,Standard,Mid-Gen (12-13),23,4428.01,45.073891625615765
75,Apple iPhone 14 - 128 GB - Midnight (Unlocked),iPhone 14,14,False,128.0,128GB,128GB,False,Used,Second-hand,65.0,<$200,0.5078125,,,False,0.0,False,0.0,False,Seller 317,"Louisville, Kentucky, United States",KY,,False,False,False,KY,Standard,Modern (14+),3,1329.99,21.492537313432834
76,Apple IPhone 17 Pro Max UNLOCKED 256GB Orange Esim✅ SHIPS TODAY✅ NEW & SEALED,iPhone 17 Pro Max,17,True,256.0,256GB,256GB,False,New,Second-hand,1399.95,$1300+,5.4685546875,,,False,0.0,False,0.0,False,Seller 096,"United States, United States",INTL,,False,False,False,INTL,Pro,Modern (14+),11,2710.0,8.176100628930817
77,Apple iPhone 17 Pro Max - 1 TB - Cosmic Orange (Unlocked),iPhone 17 Pro Max,17,True,1024.0,1024GB,1024GB,False,New,Second-hand,956.0,$900-1299,0.93359375,,,False,0.0,False,0.0,False,Seller 427,"Castle Rock, Colorado, United States",CO,,False,False,False,CO,Pro,Modern (14+),2,2710.0,8.176100628930817
78,iPhone 12 Promax Unlocked Smartphone 512GB Blue With Tiktok App,iPhone 12 Pro Max,12,True,512.0,512GB,512GB,False,Used,Second-hand,1000.0,$900-1299,1.953125,,,False,0.0,False,0.0,False,Seller 336,"Memphis, Tennessee, United States",TN,,False,False,True,TN,Pro,Mid-Gen (12-13),1,4867.01,4.6875
79,"Apple iPhone 12 Pro Max, 128 GB Unlocked - Used Very Good",iPhone 12 Pro Max,12,True,128.0,128GB,128GB,False,Used,Second-hand,599.99,$400-599,4.687421875,,,False,0.0,False,0.0,False,Seller 149,"Miami, Florida, United States",FL,,False,False,False,FL,Pro,Mid-Gen (12-13),21,4867.01,4.6875
80,"Apple iPhone 12 128GB Unlocked, GSM/CDMA, Purple",iPhone 12,12,False,128.0,128GB,128GB,False,Used,Second-hand,77.0,<$200,0.6015625,,,False,0.0,False,0.0,False,Seller 614,"West Hempstead, New York, United States",NY,,False,False,False,NY,Standard,Mid-Gen (12-13),24,4428.01,45.073891625615765
